李淳风	Li Chunfeng(Li Ch'un-feng)	(602-670)
李纳	A. -M. Liénard	(1869-1958)
李善兰	Li Shanlan	(1811-1882)
李特尔伍德	J. E. Littlewood	(1885-1977)
李雅普诺夫	A. M. Lyapunov	(1857-1918)
李冶	Li Ye(Li Yeh)	(1192-1279)
李郁荣	Yuk Wing Lee	(1904-1989)
理查森	A. R. Richardson	(1881-1954)
利布	E. H. Lieb	(1932-)
利玛窦	M. Ricci	(1552-1610)
利普希茨	R. Lipschitz	(1832-1903)
利斯廷	J. B. Listing	(1808-1882)
利文贝格	K. Levenberg	(1919-1973)
利翁斯	J. -L. Lions	(1928-2001)
利翁斯	P. -L. Lions	(1956-)
列昂惕夫	W. Leontief	(1906-1999)
列梅兹	E. Ya. Remes	(1896-1975)
列维	H. Lewy	(1904-1988)
列维－奇维塔	T. Levi-Civita	(1873-1941)
列维坦B.	M. Levitan	(1914-2004)
林德伯格	J. W. Lindeberg	(1876-1932)
林德勒夫	E. L. Lindeloef	(1870-1946)
林德利	D. V. Lindley	(1923-2013)
林德曼	C. L. F. Lindemann	(1852-1939)
林鹤一	Hayashi Tsuruichi	(1873-1935)
林家翘	Lin Chia-Chiao	(1916-2013)
林尼克	Yu. V. Linnik	(1915-1972)
刘徽	Liu Hui	(约225-约295)
刘维尔	J. Liouville	(1809-1882)
刘焯	Liu Zhuo	(544-610)
龙格	C. D. T. Runge	(1856-1927)
卢津	N. N. Luzin	(1883-1950)
卢米斯	E. Loomis	(1811-1889)
卢斯蒂格	G. Lusztig	(1946-)
鲁宾逊	A. Robinson	(1918-1974)
鲁宾逊	G. de B. Robinson	(1906-1992)
鲁宾逊	J. B. Robinson	(1919-1985)
鲁菲尼	P. Ruffini	(1765-1822)
伦佩尔	A. Lempel	(1936- )
罗巴切夫斯基	N. I. Lobachevsky	(1792-1856)
罗宾	V. G. Robin	(1855-1897)
罗伯特	Robert of Chester	(12世纪)
罗伯瓦尔	G. P. Roberval	(1602-1675)
罗德里格斯	O. Rodrigues	(1795-1851)
罗尔	M. Rolle	(1652-1719)
罗赫	G. Roch	(1839-1866)
罗赫林	V. A. Rokhlin	(1919-1984)
罗杰斯	C. A. Rogers	(1920-2005)
罗杰斯	L. J. Rogers	(1862-1933)
罗姆	T. G. Room	(1902-1986)
罗森菲尔德	B. A. Rozenfeld	(1917-2008)
罗素	B. A. W. Russell	(1872-1970)
罗塔	G. -C. Rota	(1932-1999)
罗特	K. F. Roth	(1925-2015)
罗瓦兹	L. Lovász	(1948-)
罗伊登	H. L. Royden	(1928-1993)
洛必达	G. -F. -A. de L'Hospital	(1661-1704)
洛朗	P. A. Laurent	(1813-1854)
洛伦兹	H. A. Lorentz	(1853-1928)
洛帕京斯基	Ya. B. Lopatinskii	(1906-1981)
洛雅希维奇	S. Lojasiewicz	(1926-2002)
吕罗特	J. Lüroth	(1844-1910)
马蒂雅舍维奇	Y. V. Matiyasevich 	(1947-
马丁	W. T. Martin	(1911-2004)
马丁内利	E. Martinelli 	(1911-1999)
马尔德西奇	S. Mardešić	(1927-2016)
马尔古利斯	G. A. Margulis 	(1946-)
马尔可夫	A. A. Markov	(1856-1922)
马尔库舍维奇	A. I. Markushevich	(1908-1979)
马格内斯	E. Magenes	(1923-2010)
马哈维拉	Māhāvira	(9世纪)
马夸特	D. W. Marquardt	(1929-1997)
马勒	K. Mahler	(1903-1988)
马利亚万	P. Malliavin	(1925-2010)
马宁	Y. I. Manin	(1937-)
玛大瓦	Mādhava	(1400 前后)
迈耶	W. Mayer	(1887-1948)
迈耶	P. -A. Meyer	(1934-2003)
麦考莱	F. S. Macaulay	(1862-1937)
麦克莱恩	S. MacLane	(1909-2005)
麦克劳林	C. Maclaurin	(1698-1746)
麦克马伦	C. T. McMullen	(1958)
麦克沙恩	E. J. McShane	(1904-1989)
麦克斯韦	J. C. Maxwell	(1831-1879)
麦克唐纳	I. G. Macdonald	(1928-)
曼特尔	N. Mantel	(1919-2002)
芒德布罗	B. B. Mandelbrot	(1924-2010)
芒福德	D. B. Mumford	(1937-)
梅卡托	N. Mercator	(约1620-1687)
梅雷	H. C. R. Méray	(1835-1911)
梅林	R. H. Mellin	(1854-1933)
梅内克缪斯	Menaechmus	(公元前4世纪中叶)
梅涅劳斯	Menelaus	(约70-约130)
梅森	M. Mersenne	(1588-1648)
蒙蒂克拉	J. -É.Montucla	(1725-1799)
蒙哥马利	D. Montgomery	(1909-1992)
蒙日	G. Monge	(1746-1818)
蒙泰尔	P. A. Montel	(1876-1975)
弥永昌吉	Iyanaga Shokichi	(1906-2006)
米尔诺	J. W. Milnor	(1931-)
米尔斯	R. L. Mills	(1927-1999)
米尔札哈尼	Maryam Mirzakhani	(1977-2017)
米勒(即J.雷乔蒙塔努斯)	J. Müller
米塔－列夫勒	M. G. Mittag-Leffler	(1846-1927)
闵可夫斯基	H. Minkowski	(1864-1909)
末纲恕一	Suetuna Zyoiti	(1898-1970)
莫茨金	T. S. Motzkin	(1908-1970)
莫德尔	L. J. Mordell	(1888-1972)
莫尔顿	F. R. Moulton	(1872-1952)
莫尔斯	H. M. Morse	(1892-1977)
莫根施特恩	O. Morgenstern	(1902-1977)
莫拉韦茨	C. S. Morawetz	(1923-)
莫雷拉	G. Morera	(1856-1909)
莫利	F. Morley	(1860-1937)
莫佩蒂	P. L. M. de Maupertuis	(1698-1759)
莫斯特勒	F. Mosteller 	(1916-2006)
莫斯托	G. D. Mostow	(1923-2017)
莫斯托夫斯基	A. Mostowski	(1913-1975)
莫泽	J. K. Moser	(1928-1999)
默比乌斯	A. F. Möbius	(1790-1868)
默里	J. D. Murray	(1931-)
默纳汉	F. D. Murnaghan	(1893-1976)
穆尼阁	J. N. Smogolenski	(1611-1656)
纳拉亚纳	P. Narayana	(约1340-约1400)
纳皮尔	J. Napier	(1550-1617)
纳什	J. F. Nash	(1928-2015)
纳维	C. -L. -M. -H. Navier	(1785-1836)
纳西尔·丁·图西	Nasir al-Dīn al-Tūsī,1201-1274)
奈马克	M. A. Naimark	(1909-1978)
奈曼	J. Neyman	(1894-1981)
奈旺林纳	R. H. Nevanlinna	(1895-1980)
内龙	A. Néron	(1922-1985)
尼科马可斯	Nichomachus	(约60-约120)
尼科米德	Nichomedes	(约公元前 280-210)
尼伦伯格	J. Nirenberg	(1925-)
牛顿	I. Newton	(1642-1727)
纽曼	M. H. A. Newman	(1897-1984)
纽文泰特	B. Nieuwentijt	(1654-1718)
诺特	E. Noether	(1882-1935)
诺特	M. Noether	(1844-1921)
诺维科夫	S. P. Novikov	(1938
诺伊格鲍尔	O. Neugebauer	(1899-1990)
诺伊曼	C. G. Neumann 	(1832-1925)
欧德莫斯	Eudemus of Rhodes	(约公元前 370-约前 300)
欧多克索斯	Eudoxus of Cnidus	(约公元前408-前347)
欧几里得	Euclid of Alexandria	(约公元前 330-前275)
欧拉	L. Euler	(1707-1783)
欧姆	M. Ohm	(1792-1872)
帕德	H. E. Padé	(1863-1953)
帕莱	R. S. Palais	(1931-)
帕朗	A. Parent	(1666-1716)
帕雷托	V. F. D. Pareto	(1848-1923)
帕帕基利亚科普洛斯	C. D. Papakyriakopoulos	(1914-1976)
帕普斯	Pappus	(活动于约300-约350)
帕乔利	L. Pacioli	(约1445-1517)
帕塞瓦尔	M. -A. Parseval des Chênes	(1755-1836)
帕施	M. Pasch	(1843-1930)
帕斯卡	B. Pascal	(1623-1662)
潘勒韦	P. Painlevé	(1863-1933)
庞加莱	J. H. Poincaré	(1854-1912)
庞特里亚金	L. S. Pontryagin	(1908-1988)
佩尔	J. Pell	(1611-1685)
佩雷尔曼	G. Perelman	(1966-)
佩龙	O. Perron	(1880-1975)
皮亚诺	G. Peano	(1858-1932)
彭罗斯	R. Penrose	(1931-)
蓬斯莱	J. -V. Poncelet	(1788-1867)
皮尔斯	B. Peirce	(1809-1880)
皮尔斯	C. S. Peirce	(1839-1914)
皮尔逊	E. S. Pearson	(1895-1980)
皮尔逊	K. Pearson	(1857-1936)
皮卡	C. E. Picard	(1856-1941)
皮科克	G. Peacock	(1791-1858)
皮亚捷茨基－夏皮罗	I. Piatetski-Shapiro	(1929-2009)
皮叶克尼斯	V. Bjerknes	(1862-1951)
平斯克	A. G. Pinsker	(1905-1985)
平斯克	M. S. Pinsker	(1925-2003)
泊松	S. -D. Poisson	(1781-1840)
婆罗摩笈多	Brahmagupta	(598-665 以后)
婆什迦罗第二	Bhāskara II	(1114-约1185)
珀西瓦尔	I. C. Percival	(1931-)
普法夫	J. F. Pfaff	(1765-1825)
普拉托	J. A. F. Plateau	(1801-1883)
普拉托	Plato of Tivoli	(12世纪上半叶)
普莱菲尔	J. Playfair	(1748-1819)
普朗克	M. K. E. L. Planck	(1858-1947)
普朗特	L. Prandtl	(1875-1953)
普勒梅利	J. Plemelj	(1873-1967)
普里瓦洛夫	I. I. Privalov	(1891-1941)
普鲁塔克	Plutarch	(约46-120)
普罗霍罗夫	Y. V. Prokhorov	(1929-2013)
普罗克鲁斯	Proclus	(410-485)
普吕弗	H. Prüfer	(1896-1934)
普吕克	J. Plücker	(1801-1868)
普特南	H. Putnam	(1926-2016)
齐夫	J. Ziv	(1931-)
齐格蒙德	A. Zygmund	(1900-1992)
齐平	L. Zippin	(1905-1995)
奇恩豪斯	E. W. Tschirnhaus	(1651-1708)
恰普雷金	S. A. Chaplygin	(1869-1942)
切比雪夫	P. L. Chebyshev	(1821-1894)
切赫	E. Čech	(1893-1960)
切萨罗	E. Cesaro	(1859-1906)
秦九韶	Qin Jiushao(Ch'in Chiu-shao)	(约1202-约1261)
琼斯	D. S. Jones	(1922-2013)
琼斯	V. F. R. Jones	(1952-)
丘成桐	Yau Shing-Tung	(1949-)
丘奇	A. Church	(1903-1995)
屈内特	H. L. Künneth	(1892-1975)
热尔贝	Gerbert	(约950-1003)
热尔岗	J. -D. Gergonne 	(1771-1859)
热尔曼	S. Germain	(1776-1831)
热夫雷	M. J. Gevrey	(1884-1957)
荣格	H. W. E. Jung	(1876-1953)
茹科夫斯基	N. Y. Joukowski	(1847-1921)
茹利亚	G. M. Julia	(1893-1978)
儒歇	E. Rouché	(1832-1910)
瑞利勋爵(即J. W. 斯特拉特)	Lord Rayleigh
若尔当	M. E. C. Jordan	(1838-1922)
萨凯里	G. Saccheri	(1667-1733)
萨缪尔森	P. A. Samuelson	(1915-2009)
塞尔	J. -P. Serre	(1926-)
塞尔贝格	A. Selberg	(1917-2007)
塞弗特	H. K. J. Seifert	(1907-1996)
塞格雷	C. Segre	(1863-1924)
塞迈雷迪	E. Szemerédi	(1940-)
塞曼	E. C. Zeeman	(1925-2016)
塞毛艾勒	al-Samaw'al	(约1130-约1180)
塞里	F. Severi	(1879-1961)
塞翁	Theon of Alexandria	(4世纪晚期)
赛德尔	P. L. von Seidel	(1821-1896)
赛格	G. Szegö	(1895-1985)
赛琳修女	Sister Celine	(1906-1996)
三上义夫	Mikami Yoshio	(1875-1950)
瑟凯法尔维－纳吉	B. Szökefalvi-Nagy	(1913-1998)
瑟斯顿	W. P. Thurston	(1946-2012)
森田纪一	Morita Kiiti	(1915-1995)
森重文	Mori Shigefumi	(1951-)
沙比	P. Charpit	(?-1784)
沙法列维奇	I. R. Shafarevich	(1923-2017)
沙勒	M. Chasles	(1793-1880)
沙利文	D. P. Sullivan	(1941-)
沙普利	L. S. Shapley	(1923-2016)
沙滕	R. Schatten	(1911-1977)
商羯罗·婆利耶罗	Sańkra Vāriyar	(16 世纪)
绍德尔	J. P. Schauder	(1899-1943)
舍恩菲尔德	A. H. Schoenfeld	(1947-)
施蒂费尔	M. Stifel	(约1487-1567)
施蒂克贝格	L. Stickelberger	(1850-1936)
施罗德	F. W. K. E. Schröder	(1841-1902)
施密德	H. -L. Schmid	(1908-1956)
施密德	W. Schmid	(1943-)
施密特	E. Schimidt	(1876-1959)
施奈德	T. Schneider	(1911-1988)
施尼雷尔曼	L. G. Shnirelmann	(1905-1938)
施佩纳	E. Sperner	(1905-1980)
施塔克尔贝格	H. F. von Stackelberg	(1905-1946)
施泰纳	J. Steiner	(1796-1863)
施泰尼兹	E. Steinitz	(1871-1928)
施坦豪斯	H. Steinhaus	(1887-1972)
施陶特	K. G. C. von Staudt	(1798-1867)
施图姆	F. O. R. Sturm	(1841-1919)
施瓦茨	H. A. Schwarz	(1843-1921)
施瓦兹	L. Schwartz	(1915-2002)
史密斯	D. E. Smith	(1860-1944)
舒伯特	H. C. H. Schubert	(1848-1911)
舒尔	I. Schur	(1875-1941)
斯蒂尔切斯	T. J. Stieltjes	(1856-1894)
斯蒂弗尔	E. L. Stiefel	(1909-1978)
斯蒂文	S. Stevin	(约1548-1620)
斯杰克洛夫	V. A. Steklov	(1864-1926)
斯杰潘诺夫	V. V. Stepanov 	(1889-1950)
斯科伦	T. A. Skolem	(1887-1963)
斯里达拉	Sridhara	(9世纪)
斯吕塞	R. -F. de Sluse	(1622-1685)
斯梅尔	S. Smale	(1930- )
斯米尔诺夫	V. I. Smirnov	(1887-1974)
斯涅尔	W. Snell	(1580-1626)
斯潘塞	D. C. Spencer	(1912-2001)
斯坦	E. M. Stein	(1931-)
斯坦贝格	R. Steinberg	(1922-2014)
斯特拉托诺维奇	R. L. Stratonovich	(1930-1997)
斯特拉特	J. W. Strutt	(1842-1919)
斯特林	J. Stirling	(1692-1770)
斯特罗伊克	D. J. Struik	(1894-2000)
斯廷罗德	N. E. Steenrod	(1910-1971)
斯通	M. H. Stone	(1903-1989)
斯图姆	C. -F. Sturm	(1803-1855)
斯托克斯	G. G. Stokes	(1819-1903)
斯温纳顿－戴尔	H. P. F. Swinnerton-Dyer	(1927-
松永良弼	Matsunaga Yoshisuke	(1693-1744)
苏步青	Su Bu-Chin	(1902-2003)
苏丹	M. Sudan	(1966-)
苏斯林	M. Y. Suslin	(1894-1919)
索伯列夫	S. L. Sobolev	(1908-1989)
塔尔塔利亚	Tartaglia(本名 Niccolo Fontana)	(1499-1557)
塔尔扬	R. E. Tarjan	(1948-)
塔克	A. W. Tucker	(1905-1995)
塔马金	J. D. Tamarkin	(1888-1945)
塔内里	J. Tannery	(1848-1910)
塔内里	P. Tannery	(1843-1904)
塔斯基	A. Tarski	(1901-1983)
塔特	W. T. Tutte 	(1917-2002)
泰勒	B. Taylor	(1685-1731)
泰勒	R. L. Taylor	(1962-)
泰勒斯	Thales of Miletus	(约公元前 625-约前 547)
泰特	J. T. Tate	(1925-)
泰特	T. T. Tate	(1807-1888)
泰特托斯	Theaetetus	(约公元前417-前369)
泰希米勒	O. Teichmueller	(1913-1943)
汤川秀树	Yukawa,Hideki	(1907-1981)
汤姆森	W. Thomson	(1824-1907)
汤普森	J. G. Thompson	(1932-)
唐纳森	S. K. Donaldson	(1957-)
陶伯	A. Tauber	(1866-1942?)
陶哲轩	T. Tao	(1975-)
特恩布尔	B. W. Turnbull
特雷西	C. A. Tracy	(1945-)
特里科米	F. G. Tricomi	(1897-1978)
特利夫斯	J. F. Trèves	(1930-)
特鲁斯德尔	C. A. Truesdell	(1919-2000)
托普利茨	O. Toeplitz	(1881-1940)
藤田隆夫	Fujita Takao	(1949)
图兰	P. Turán 	(1910-1976)
图基	J. W. Tukey	(1915-2000)
图灵	A. M. Turing	(1912-1954)
托勒密	Ptolemy	(约100-约170)
托里拆利	E. Torricelli	(1608-1647)
托姆	R. Thom	(1923-2002)
托内利	L. Tonelli	(1885-1946)
洼田忠彦	Kubota Tadahiko 	(1885-1952)
瓦尔德	A. Wald 	(1902-1950)
瓦尔拉	L. Walras	(1834-1910)
瓦格纳	D. H. Wagner	(1925-1997)
瓦拉德汉	S. R. S. Varadhan	(1940-)
瓦拉哈米希拉	Varāhamihira	(约505-587)
瓦利安特	L. Valiant	(1949-)
瓦利龙	G. Valiron	(1884-1955)
外尔	H. Weyl	(1885-1955)
王浩	Wang Hao	(1921-1995)
王宪钟	Wang Hsien-Chung	(1918-1978)
王湘浩	Wang Shianghaw	(1915-1993)
王孝通	Wang Xiaotong	(隋唐年间)
旺策尔	P. -L. Wantzel	(1814-1848)
威顿	E. Witten	(1951-)
威尔克斯	S. S. Wilkes	(1906-1964)
威尔莫	T. J. Willmore	(1919-2005)
威尔逊	R. M. Wilson	(1945-)
威格德森	A. Wigderson	(1956-)
威曼	A. Wiman	(1865-1959)
威沙特	J. Wishart	(1898-1956)
韦伯	H. Weber	(1842-1913)
韦达	F. Vieta	(1540-1603)
韦德伯恩	J. H. M. Wedderburn	(1882-1948)
韦罗内塞	G. Veronese	(1854-1917)
韦塞尔	C. Wessel	(1745-1818)
韦伊	A. Weil	(1906-1998)
维布伦	O. Veblen	(1880-1960)
维德姆	H. Widom	(1932-)
维恩	J. Venn	(1834-1923)
维尔	J. Ville	(1910-1989)
维尔纳	J. Werner 	(1468-1522)
维尔纳	W. Werner	(1968-01)
维格纳	E. P. Wigner	(1902-1995)
维纳	N. Wiener 	(1894-1964)
维诺格拉多夫	I. M. Vinogradov	(1891-1983)
维特	E. Witt	(1911-1991)
维特比	A. Viterbi	(1935-)
维特根斯坦	L. Wittgenstein	(1889-1951)
维维亚尼	V. Viviani	(1622-1703)
伟烈亚力	A. Wylie	(1815-1887)
魏尔斯特拉斯	K. Weierstrass	(1815-1897)
温策尔	A. D. Wentzell	(1937-)
温特纳	A. Wintner	(1903-1958)
沃尔	C. T. C. Wall	(1936-)
沃尔夫	R. Wolf	(1887-1981)
沃尔什	J. E. Walsh	(1919-1972)
沃尔什	J. L. Walsh	(1895-1973)
沃尔泰拉	V. Volterra	(1860-1940)
沃利斯	J. Wallis	(1616-1703)
沃森	J. D. Watson	(1928-)
沃耶沃茨基	V. Voevodsky	(1966-)
乌尔班尼克	K. Urbanik	(1930-2005)
乌格里狄西	Al-Uqlīdisī	(公元10世纪)
乌拉姆	S. M. Ulam	(1909-1984)
乌雷松	P. S. Urysohn	(1898-1924)
乌鲁伯格	Ulugh Beg	(1394-1449)
乌伦贝克	K. Uhlenbeck	(1942-)
吴文俊	Wu Wen-Tsün	(1919-2017)
伍鸿熙	Wu Hung-Hsi	(1940-)
西奥多罗斯	Theodorus of Cyrene	(约公元前 465-前 399)
西奥多修斯	Theodosius of Bithynia	(约公元前 160-前100)
西尔维斯特	J. J. Sylvester	(1814-1897)
西格尔	C. L. Siegel	(1896-1981)
西罗	P. L. M. Sylow	(1832-1918)
西蒙	H. A. Simon	(1916-2001)
西奈	Y. G. Sinaǐ	(1935-)
希比阿斯	Hippias of Ellis	(约公元前 460-约前 400)
希波克拉底	Hippocrates of Chios	(约公元前 470-约前410)
希策布鲁赫	F. E. P. Hirzebruch	(1927-2012)
希勒	C. E. Hille	(1894-1980)
希尔	G. W. Hill	(1838-1914)
希尔	L. S. Hill	(1891-1961)
希尔	R. Hill	(1921-2011)
希尔伯特	D. Hilbert	(1862-1943)
希格曼	G. Higman	(1917-2008)
希洛夫	G. E. Shilov	(1917-1975)
希帕蒂娅	Hypatia	(约370-415)
希帕科斯	Hipparchus	(约公元前180-前125)
希帕索斯	Hippasus	(公元前470年左右)
希思	T. L. Heath	(1861-1940)
希伍德	P. Heawood	(1861-1955)
香农	C. E. Shannon	(1916-2001)
项武义	Hsiang Wu-Yi	(1937-)
肖尔	P. W. Shor	(1959- )
肖特基	F. H. Schottky	(1851-1935)
萧荫堂	Siu Yum-Tong	(1943-)
小林昭七	Kobayashi Shoshichi	(1932-2012)
小平邦彦	Kodaira Kunihiko	(1915-1997)
谢尔品斯基	W. Sierpiński	(1882-1969)
谢费尔	I. M. Sheffer	(1901-1992)
谢拉赫	S. Shelah	(1945- )
谢瓦莱	C. Chevalley	(1909-1984)
辛格	I. M. Singer 	(1924-)
辛普森	T. Simpson	(1710-1761)
辛钦	A. Ya. Khinchin	(1894-1959)
熊庆来	Hiong King-Lai	(1893-1969)
休厄尔	W. Whewell	(1794-1866)
徐光启	Xu Guangqi(Hsu Kuang-ch'i)	(1562-1633)
许宝绿	Hsu Pao-lu	(1910-1970)
许德	J. Hudde	(1628-1704)
许凯	N. Chuquet	(15世纪下半叶)
薛定谔	E. Schrödinger	(1887-1961)
雅各布森	N. Jacobson	(1910-1999)
雅可比	C. G. J. Jacobi	(1804-1851)
亚当斯	J. C. Adams	(1819-1892)
亚当斯	J. F. Adams	(1930-1989)
亚里士多德	Aristotle	(公元前384-前322)
亚历山大	J. W. Alexander	(1888-1971)
亚历山德罗夫	A. D. Aleksandrov	(1912-1999)
亚历山德罗夫	P. S. Aleksandrov	(1896-1982)
岩泽健吉	Iwasawa Kenkichi	(1917-1998)
扬科	Z. Janko	(1932-)
杨	J. R. Young	(1799-1885)
杨	J. W. Young	(1879-1932)
杨武之	Yang Ko-Chuen	(1896-1973)
杨振宁	Yang Chen-Ning	(1922-)
耶茨	F. Yates	(1902-1994)
叶菲莫夫	N. V. Efimov	(1910-1982)
叶戈罗夫	D. F. Egorov	(1869-1931)
伊本·海塞姆	Ibn al-Haytham	(965-1040?)
伊藤清	Itō Kiyosi	(1915-2008)
因费尔德	L. Infeld	(1898-1968)
英斯	E. L. Ince	(1891-1941)
永田雅宜	Nagata Masayoshi	(1927-2008)
尤登	W. J. Youden	(1900-1971)
尤什凯维奇	A. P. Yushkevich	(1906-1993)
约翰	F. John	(1910-1994)
约柯兹	J. -C. Yoccoz	(1957-2016)
泽尔曼诺夫	E. I. Zelmanov	(1955-)
曾炯	Tsen Chiung-tze	(1897-1940)
扎布斯基	N. J. Zabusky	(1929-)
扎德	L. A. Zadeh	(1921-)
扎里斯基	O. Zariski	(1899-1986)
张圣容	Chang Sun-Yung Alice	(1948-)
正田建次郎	Shoda Kenjiro	(1902-1977)
郑之蕃	Tsen Tze-fan	(1887-1963)
芝诺	Zeno of Elea	(约公元前 490-约前 430)
志村五郎	Shimura Goro	(1930-)
中山正	Nakayama Tadasi	(1912-1964)
钟开莱	Chung Kai-Lai	(1917-2009)
周炜良	Chow Wei-Liang	(1911-1995)
朱世杰	Zhu Shijie(Chu Shih-Chieh)	(约1260-约1320)
竹崎正道	Takesaki Masamichi	(1933-)
祖冲之	Zu Chongzhi	(429-500)
佐恩	M. Zorn	(1906-1993)
佐藤干夫	Sato Mikio	(1928-)
佐佐木重夫	Sasaki Shigeo	(1912-1987)
